text,intent
HACEME EL FAVOR DE GENERA EL ARCHIVO DIARIO.TXT,crea
necesito encontra proyectos,buscarCarpeta
sustitui resumen con planeta en notas.txt,reemplazar
quiero mostrame lo que dice documento.pdf,leerPDF
porfa cambia el nombre de reporte.docx a notas_nuevo.txt,renombrar
necesito quiero producir nuevo.txt,crea
haceme hacer diario.txt,crea
podes elimina la palabra total de notas.txt,sacarLoQueDice
che cambia el nombre de plan.txt a reporte_final.docx,renombrar
pasa reporte.pdf a txt,PDFaTexto
che lista los archivos .txt dentro de docs/,listarTipo
seria bueno si respaldar la carpeta reportes/ en archvos/,dupdic
quiero localiza la carpeta imagenes,buscarCarpeta
porfa extrae el texto de informe.pdf,PDFaTexto
porfa crear un archivo llamado diario.txt,crea
cuando puedas mostrar reporte.txt,leerArchivo
cuando puedas trasladar notas.txt a proyectos/,mover
che ponele notas_nuevo.txt a datos.csv,renombrar
porfa quiero producir nuevo.txt,crea
dale escribi nuevo resumen despues de hola en plan.txt,modificaDondeDice
dale quita hola del archivo notas.txt,sacarLoQueDice
dale buscar la carpeta imagenes,buscarCarpeta
quiero hace una copia de plan.txt en seguridad/,copiar
porfa agrega nuevo resumen donde diga dato en plan.txt,modificaDondeDice
traslada notas.txt hacia backup/,mover
che encontrar documentos en todo el disco,buscarCarpeta
por favor mostrame los .pfd que haya en proyectos/,listarTipo
seria  bueno  si  pasa  reporte.txt  a  pdf,archivoAaPDF
podes pasa plan.txt a backup/,copiar
QUIERO COPIAR INFORME.DOCX A BACKUP/,copiar
dale consultar el archibo reporte.txt,leerArchivo
che extrae el texto de reporte.pdf,PDFaTexto
por favor pasa informe.docx a docs/,copiar
necesito quita resumen del archivo plan.txt,sacarLoQueDice
podes listar todos los archivos .csv en backup/,listarTipo
necesito hace texto de informe.pdf,PDFaTexto
quiero pone informacion actualizada donde dice hola dentro de notas.txt,modificaDondeDice
seria bueno si haceme escribir reporte.docx,crea
EH QUIERO BORRAR BASURA.PDF,eliminARchivo
seria bueno si pasa notas.txt dentro de proyectos/,mover
cuando puedas reubicar la carpeta reportes/ a backup/,movdic
quiero cambiar notas.txt a PDF,archivoAaPDF
necesito mostrame el contenido de informe.txt,leerArchivo
che saca todo lo que diga resumen en plan.txt,sacarLoQueDice
haceme el favor de ver todos los archivos .csv en docs/,listarTipo
por favor mostrame lo que dice reporte.pdf,leerPDF
necesito move imagenes/ dentro de respaldo/,movdic
quiero borra viejo.txt que ya no sirve,eliminARchivo
eh hace un pdf con reporte.txt,archivoAaPDF
podes clonar la carpeta reportes/ en respaldo/,dupdic
quiero mostrame el contenido de reporte.txt,leerArchivo
podes copiar la carpeta imagenes/ en backup/,dupdic
porfa quiero producir notas.txt,crea
necesito hace texto de reporte.pdf,PDFaTexto
che cambia hola por nuevo resumen dentro de reporte.txt,reemplazar
che mover la carpeta proyectos/ a backup/,movdic
dale sustitui dato con planeta en plan.txt,reemplazar
necesito converti documento.pdf en texto plano,PDFaTexto
necesito encontra el archivo reporte.docx,buscarArchivo
por favor move proyectos/ dentro de respaldo/,movdic
quiero cambiar reporte.txt a PDF,archivoAaPDF
cuando puedas cambia dato por nuevo dato dentro de reporte.txt,reemplazar
haceme el favor de quita dato del archvo notas.txt,sacarLoQueDice
por favor extrae el teto de informe.pdf,leerPDF
seria bueno si leer el contenido de reporte.pdf,leerPDF
PODES CAMBIA EL NOMBRE DE PLAN.TXT A DATASET.CSV,renombrar
quiero hace una copia de datos.csv en seguridad/,copiar
podes  transforma  informe.txt  en  un  pdf,archivoAaPDF
cuando puedas localiza plan.pdf,buscarArchivo
podes duplicar la carpeta reportes/ en archivos/,dupdic
saca todo lo que diga resumen en plan.txt,sacarLoQueDice
necesito hace teto de reporte.pdf,PDFaTexto
CUANDO PUEDAS HACE UNA COPIA DE REPORTES/ DENTRO DE ARCHIVOS/,dupdic
podes reemplaza hola por planeta en notas.txt,reemplazar
porfa ver el contenido de documento.pdf,leerPDF
dale hace una copia de datos.csv en backup/,copiar
necesito cambia el nombre de reporte.docx a notas_nuevo.txt,renombrar
seria bueno si localizar la carpeta imagenes,buscarCarpeta
seria bueno si borra basura.pdff que ya no sirve,eliminARchivo
quiero  ponele  dataset.csv  a  notas.txt,renombrar
haceme el favor de encontra imagenes,buscarCarpeta
porfa abri notas.txt,leerArchivo
por favor elimina la palabra resumen de notas.txt,sacarLoQueDice
extrae el texto de informe.pdff,leerPDF
seria bueno si duplica reportes/ a archivos/,dupdic
quiero elimina la palabra resumen de notas.txt,sacarLoQueDice
quiero pasa notas.txt dentro de backup/,mover
porfa duplica imagenes/ a archivos/,dupdic
podes renombra notas.txt a plan_2025.txt,renombrar
seria  bueno  si  buscar  la  carpeta  imagenes,buscarCarpeta
dale haceme crear reporte.docx,crea
hace un pdf con texto.txt,archivoAaPDF
PORFA ESCRIBI ADIOS DESPUES DE RESUMEN EN NOTAS.TXT,modificaDondeDice
podes podes crear un archivo nuevo.txt,crea
quiero inserta adios antes de dato en plan.txt,modificaDondeDice
porfa hace una copia de imagenes/ dentro de respaldo/,dupdic
cuando puedas hace una copia de reportes/ dentro de respaldo/,dupdic
eh reubicar notas.txt a proyectos/,mover
eh elimina la palabra hola de plan.txt,sacarLoQueDice
seria  bueno  si  reemplaza  dato  por  nuevo  resumen  en  reporte.txt,reemplazar
quiero cambia hola por nuevo dato dentro de plan.txt,reemplazar
quiero renombra reporte.docx a reporte_final.docx,renombrar
necesito quiero leer notas.txt,leerArchivo
quiero renombra plan.txt a notas_nuevo.txt,renombrar
quiero transforma notas.txt en un pdf,archivoAaPDF
por  favor  crea  reporte.docx,crea
dale trasladar la carpeta proyectos/ a respaldo/,movdic
POR FAVOR AGREGA CALCULO DONDE DIGA HOLA EN NOTAS.TXT,modificaDondeDice
che haceme hacer notas.txt,crea
haceme el favor de respaldar la carpeta reportes/ en backup/,dupdic
por favor move proyectos/ dentro de respaldo/,movdic
necesito copiar la carpeta imagenes/ en backup/,dupdic
haceme el favor de mostrame lo que dice documento.pdf,leerPDF
cuando puedas encontrar reporte.docx en todo el disco,buscarArchivo
dale lista los archivos .pdf dentro de proyectos/,listarTipo
che localizar la carpeta imagenes,buscarCarpeta
necesito hace una copia de proyectos/ dentro de archivos/,dupdic
eh elimina la palabra hola de reporte.txt,sacarLoQueDice
eh consultar el archivo notas.txt,leerArchivo
quiero pasa documento.pdf a txt,PDFaTexto
podes duplica datos.csv dentro de backup/,copiar
dale hace un pdf con reporte.txt,archivoAaPDF
PORFA BORRA LO QUE DIGA DATO EN PLAN.TXT,sacarLoQueDice
hace una copia de reportes/ dentro de backup/,dupdic
pasa datos.csv a docs/,copiar
cuando puedas cambia la palabra dato por planeta en notas.txt,reemplazar
trasladar la carpeta proyectos/ a respaldo/,movdic
porfa copiar la carpeta imagenes/ en respaldo/,dupdic
ver todos los archivos .csv en proyectos/,listarTipo
haceme el favor de extrae el texto de documento.pdf,PDFaTexto
por favor haceme crear notas.txt,crea
eh cambia la palabra mundo por nuevo dato en notas.txt,reemplazar
seria bueno si elimina la palabra hola de notas.txt,sacarLoQueDice
necesito transformar informe.pdf a texto,PDFaTexto
quiero podes hacer un archivo diario.txt,crea
porfa respaldar la carpeta imagenes/ en respaldo/,dupdic
seria bueno si encontra el archibo reporte.docx,buscarArchivo
dale verificar informe.txt en todo el disco,buscarArchivo
podes cambia la palabra resumen por chau en reporte.txt,reemplazar
PORFA MOSTRAME LOS .PDF QUE HAYA EN BACKUP/,listarTipo
quiero buscar el archivo llamado reporte.docx,buscarArchivo
POR FAVOR PONE INFORMACION ACTUALIZADA DONDE DICE DATO DENTRO DE NOTAS.TXT,modificaDondeDice
quiero transforma texto.txt en un pdf,archivoAaPDF
che converti notas.txt en formato pdf,archivoAaPDF
PODES CREAR UN ARCHIVO REPORTE.DOCX,crea
podes transformar informe.txt a PDF,archivoAaPDF
haceme el favor de move reportes/ dentro de respaldo/,movdic
eh duplica reportes/ a respaldo/,dupdic
seria bueno si converti texto.txt en formato pdf,archivoAaPDF
por favor renombra reporte.docx a plan_2025.txt,renombrar
podes reubicar la carpeta reportes/ a respaldo/,movdic
porfa agrega nuevo resumen donde diga resumen en reporte.txt,modificaDondeDice
podes mostrame el contenido de notas.txt,leerArchivo
podes saca viejo.txt,eliminARchivo
necesito hace una copia de reportes/ dentro de respaldo/,dupdic
che quiero remover basura.pdff,eliminARchivo
dale move proyectos/ dentro de respaldo/,movdic
saca viejo.txt,eliminARchivo
necesito leer notas.txt,leerArchivo
necesito quiero leer reporte.txt,leerArchivo
eh trasladar la carpeta reportes/ a archivos/,movdic
necesito eliminar basura.pdf,eliminARchivo
por favor mover la carpeta proyectos/ a respaldo/,movdic
por  favor  mostrar  el  contenido  de  informe.pdf,leerPDF
dale quiero leer informe.txt,leerArchivo
necesito saca todo lo que diga total en notas.txt,sacarLoQueDice
cambia el nombre de notas.txt a notas_nuevo.txt,renombrar
podes localiza la carpeta proyectos,buscarCarpeta
haceme el favor de inserta calculo antes de resumen en reporte.txt,modificaDondeDice
podes hace texo de documento.pfd,PDFaTexto
elimina la palabra total de plan.txt,sacarLoQueDice
seria bueno si leer informe.txt,leerArchivo
por favor quiero crear reporte.docx,crea
PORFA ELIMINA LA PALABRA DATO DE PLAN.TXT,sacarLoQueDice
che hace texto de reporte.pdf,PDFaTexto
ver el contenido de reporte.pdf,leerPDF
dale move reporte.docx al directorio docs/,mover
eh pasa reporte.txt a pdf,archivoAaPDF
che  saca  todo  lo  que  diga  dato  en  plan.txt,sacarLoQueDice
seria bueno si pasa notas.txt dentro de docs/,mover
porfa mostrame lo que dice documento.pdf,leerPDF
dale pone adios donde dice resumen dentro de notas.txt,modificaDondeDice
podes cambia el nombre de reporte.docx a dataset.csv,renombrar
quiero sacar el archivo reporte.docx,eliminARchivo
CHE TRANSFORMA NOTAS.TXT EN UN PDF,archivoAaPDF
cuando puedas duplica plan.txt dentro de backup/,copiar
cuando puedas mostrar el contenido de informe.pdf,leerPDF
ver el contenido de informe.pdff,leerPDF
seria bueno si mostrame los .pdf que haya en docs/,listarTipo
cuando puedas localizar informe.txt en todo el disco,buscarArchivo
cuando puedas move plan.txt al directorio backup/,mover
PODES HACE UNA COPIA DE PROYECTOS/ DENTRO DE BACKUP/,dupdic
porfa cambiar notas.txt a PDF,archivoAaPDF
che clonar datos.csv a docs/,copiar
eh cambia el nombre de notas.txt a reporte_final.docx,renombrar
porfa borra log.txt que ya no sirve,eliminARchivo
HACE UN PDF CON NOTAS.TXT,archivoAaPDF
podes escribi calculo despues de total en notas.txt,modificaDondeDice
dale borrar el archivo log.txt,eliminARchivo
localiza la carpeta proyectos,buscarCarpeta
quiero cambia la palabra resumen por nuevo dato en notas.txt,reemplazar
seria bueno si duplica plan.txt dentro de docs/,copiar
necesito move reportes/ dentro de respaldo/,movdic
che mostrame lo que dice documento.pdf,leerPDF
haceme el favor de pasa documento.pdf a txt,PDFaTexto
dale pone informacion actualizada donde dice total dentro de plan.txt,modificaDondeDice
porfa hace texto de reporte.pdf,PDFaTexto
necesito pasa datos.csv a backup/,copiar
che duplica imagenes/ a backup/,dupdic
haceme el favor de saca reporte.docx,eliminARchivo
quiero cambia el nombre de datos.csv a plan_2025.txt,renombrar
dale hace texto de informe.pdf,PDFaTexto
quiero encontra proyectos,buscarCarpeta
porfa localizar la carpeta imagenes,buscarCarpeta
cuando puedas cambia hola por nuevo dato dentro de plan.txt,reemplazar
dale traslada notas.txt hacia backup/,mover
encontra documentos,buscarCarpeta
eh encontrar proyectos en todo el disco,buscarCarpeta
cuando puedas pone adios donde dice total dentro de plan.txt,modificaDondeDice
hace texto de informe.pdf,PDFaTexto
quiero buscar la carpeta imagenes,buscarCarpeta
cuando puedas quiero elminar basura.pdf,eliminARchivo
podes ponele plan_2025.txt a reporte.docx,renombrar
haceme el favor de copiar datos.csv a backup/,copiar
seria bueno si hace texto de documento.pdf,PDFaTexto
por favor mostrame lo que dice informe.pdf,leerPDF
seria bueno si pasa reporte.docx dentro de backup/,mover
dale buscar la carpeta proyectos,buscarCarpeta
cuando puedas pasa reporte.txt a pdf,archivoAaPDF
haceme  el  favor  de  crea  reporte.docx,crea
quiero buscar proyectos en todo el disco,buscarCarpeta
dale localiza reporte.docx,buscarArchivo
dale quiero leer reporte.txt,leerArchivo
necesito  pasa  reporte.docx  dentro  de  proyectos/,mover
traslada reporte.docx hacia proyectos/,mover
quiero trasladar la carpeta imagenes/ a respaldo/,movdic
por favor cambia dato por chau dentro de notas.txt,reemplazar
eh verificar reporte.docx en todo el disco,buscarArchivo
necesito mostrame los .txt que haya en docs/,listarTipo
quiero encontra documentos,buscarCarpeta
mostrame los .pdf que haya en backup/,listarTipo
por favor trasladar plan.txt a proyectos/,mover
cambia resumen por nuevo resumen dentro de notas.txt,reemplazar
eh ver el contenido de documento.pdf,leerPDF
haceme el favor de haceme generar diario.txt,crea
dale trasladar la carpeta reportes/ a respaldo/,movdic
dale cambia la palabra mundo por chau en notas.txt,reemplazar
haceme el favor de hace una copia de imagenes/ dentro de backup/,dupdic
quiero hace una copia de plan.txt en backup/,copiar
eh lista los archivos .pdf dentro de backup/,listarTipo
porfa mostrame el contenido de informe.txt,leerArchivo
cuando puedas move plan.txt al directorio backup/,mover
pasa datos.csv a backup/,copiar
por favor consultar el archivo reporte.txt,leerArchivo
eh elimina la palabra resumen de reporte.txt,sacarLoQueDice
haceme el favor de lista los archivos .csv dentro de proyectos/,listarTipo
podes respaldar informe.docx a seguridad/,copiar
seria bueno si move imagenes/ dentro de respaldo/,movdic
podes move notas.txt al directorio docs/,mover
cuando puedas duplica informe.docx dentro de docs/,copiar
quiero encontra el archivo informe.txt,buscarArchivo
DEJA DATOS.CSV CON EL NOMBRE NOTAS_NUEVO.TXT,renombrar
necesito sustitui resumen con nuevo resumen en plan.txt,reemplazar
cuando puedas duplicar datos.csv a docs/,copiar
podes transforma reporte.txt en un pdf,archivoAaPDF
eh verificar el archivo llamado informe.txt,buscarArchivo
che reubicar reporte.docx a docs/,mover
por favor converti notas.txt en formato pdf,archivoAaPDF
dale buscar todos los archivos .txt en docs/,listarTipo
podes encontra documentos,buscarCarpeta
quiero localizar proyectos en todo el disco,buscarCarpeta
quiero duplica reportes/ a respaldo/,dupdic
porfa  localizar  plan.pdf  en  todo  el  disco,buscarArchivo
por favor crea nuevo.txt,crea
necesito renombrar notas.txt por reporte_final.docx,renombrar
por favor escribi adios despues de hola en notas.txt,modificaDondeDice
cambia dato por nuevo dato dentro de reporte.txt,reemplazar
che sustitui dato con nuevo resumen en notas.txt,reemplazar
podes  duplicar  plan.txt  a  seguridad/,copiar
porfa move plan.txt al directorio docs/,mover
cuando puedas localiza la carpeta documentos,buscarCarpeta
encontrar el archivo llamado plan.pdf,buscarArchivo
haceme el favor de reemplaza resumen por nuevo resumen en plan.txt,reemplazar
podes extrae el texo de documento.pdff,PDFaTexto
por favor reubicar la carpeta proyectos/ a archivos/,movdic
ponele dataset.csv a plan.txt,renombrar
che cambia el nombre de reporte.docx a notas_nuevo.txt,renombrar
cuando puedas escribi adios despues de dato en reporte.txt,modificaDondeDice
seria bueno si podes generar un archivo reporte.docx,crea
por favor move proyectos/ dentro de backup/,movdic
haceme el favor de pasar reporte.txt a PDF,archivoAaPDF
porfa deja notas.txt con el nombre dataset.csv,renombrar
seria bueno si duplica reportes/ a respaldo/,dupdic
seria bueno si agrega calculo donde diga dato en reporte.txt,modificaDondeDice
quiero localizar el archivo llamado informe.txt,buscarArchivo
eh traslada plan.txt hacia backup/,mover
por favor localiza la carpeta documentos,buscarCarpeta
eh lista los archivos .pdf dentro de docs/,listarTipo
haceme el favor de renombra datos.csv a notas_nuevo.txt,renombrar
porfa cambiar informe.txt a PDF,archivoAaPDF
seria bueno si converti documento.pdf en texto plano,PDFaTexto
necesito renombra plan.txt a plan_2025.txt,renombrar
